Parameter Value [Amplification]	Extract Name	Comment [TCGA Barcode]	Protocol REF	Labeled Extract Name	Label	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Scan Name	Array Data File	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [TCGA Archive Name]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [TCGA Archive Name]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [TCGA Archive Name]
none	e675ae8b-3d3d-40a7-88c9-15f5c52154c8	TCGA-19-0955-01A-02T-0525-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-19-0955-01A-02T-0525-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-19-0955-01A-02T-0525-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-19-0955-01A-02T-0525-07	US82800149_251643612333_S01_miRNA-v1_10_Apr08_1_4.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-19-0955-01A-02T-0525-07	TCGA-19-0955-01A-02T-0525-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-19-0955-01A-02T-0525-07	TCGA-19-0955-01A-02T-0525-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	cd428b4c-41aa-4035-a00f-a5dc38ffc601	TCGA-02-0069-01A-01T-0195-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-02-0069-01A-01T-0195-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-02-0069-01A-01T-0195-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-02-0069-01A-01T-0195-07	US45102955_251643610873_S01_miRNA-v1_95_May07_1_1.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-02-0069-01A-01T-0195-07	TCGA-02-0069-01A-01T-0195-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-02-0069-01A-01T-0195-07	TCGA-02-0069-01A-01T-0195-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	e107fa36-8578-4fbd-8520-c2a2ed376d79	TCGA-12-0619-01A-01T-0309-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-12-0619-01A-01T-0309-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-12-0619-01A-01T-0309-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-12-0619-01A-01T-0309-07	US45102955_251643612151_S01_miRNA-v1_95_May07_1_2.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-12-0619-01A-01T-0309-07	TCGA-12-0619-01A-01T-0309-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-12-0619-01A-01T-0309-07	TCGA-12-0619-01A-01T-0309-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	1dbb645d-f323-4f39-b3db-c70d91d89513	TCGA-02-0057-01A-01T-0179-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-02-0057-01A-01T-0179-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-02-0057-01A-01T-0179-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-02-0057-01A-01T-0179-07	US45102955_251643610862_S01_miRNA-v1_95_May07_1_2.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-02-0057-01A-01T-0179-07	TCGA-02-0057-01A-01T-0179-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-02-0057-01A-01T-0179-07	TCGA-02-0057-01A-01T-0179-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	75b12397-c436-42e7-9db2-86f318a0be8c	TCGA-16-1062-01A-01T-0525-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-16-1062-01A-01T-0525-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-16-1062-01A-01T-0525-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-16-1062-01A-01T-0525-07	US82800149_251643612334_S01_miRNA-v1_10_Apr08_1_2.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-16-1062-01A-01T-0525-07	TCGA-16-1062-01A-01T-0525-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-16-1062-01A-01T-0525-07	TCGA-16-1062-01A-01T-0525-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	26a31b2c-bda0-47bd-beca-b410cf4a9c40	TCGA-19-2629-01A-01T-0919-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-19-2629-01A-01T-0919-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-19-2629-01A-01T-0919-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-19-2629-01A-01T-0919-07	US82800149_251643612357_S01_miRNA_105_Dec08_1_1.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-19-2629-01A-01T-0919-07	TCGA-19-2629-01A-01T-0919-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-19-2629-01A-01T-0919-07	TCGA-19-2629-01A-01T-0919-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	db905b52-5671-4616-9d0c-da4584f3be8d	TCGA-14-1456-01B-01T-0792-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-14-1456-01B-01T-0792-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-14-1456-01B-01T-0792-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-14-1456-01B-01T-0792-07	US82800149_251643612349_S01_miRNA_105_Dec08_2_3.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-14-1456-01B-01T-0792-07	TCGA-14-1456-01B-01T-0792-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-14-1456-01B-01T-0792-07	TCGA-14-1456-01B-01T-0792-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	e2b74f2c-7cc9-463c-8f05-9ec0dd62734e	TCGA-06-0678-11A-01T-0345-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-06-0678-11A-01T-0345-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-06-0678-11A-01T-0345-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-06-0678-11A-01T-0345-07	US45102955_251643612227_S01_miRNA-v1_95_May07_1_4.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-06-0678-11A-01T-0345-07	TCGA-06-0678-11A-01T-0345-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-06-0678-11A-01T-0345-07	TCGA-06-0678-11A-01T-0345-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	378cad24-c0c2-4d1c-a9e3-4334561f0bb3	TCGA-02-2485-01A-01T-0792-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-02-2485-01A-01T-0792-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-02-2485-01A-01T-0792-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-02-2485-01A-01T-0792-07	US82800149_251643612350_S01_miRNA_105_Dec08_2_1.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-02-2485-01A-01T-0792-07	TCGA-02-2485-01A-01T-0792-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-02-2485-01A-01T-0792-07	TCGA-02-2485-01A-01T-0792-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	e7cae1b0-3fbd-49ea-9755-948612c8300b	TCGA-06-0876-01A-01T-0391-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-06-0876-01A-01T-0391-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-06-0876-01A-01T-0391-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-06-0876-01A-01T-0391-07	US45102955_251643612231_S01_miRNA-v1_95_May07_1_2.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-06-0876-01A-01T-0391-07	TCGA-06-0876-01A-01T-0391-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-06-0876-01A-01T-0391-07	TCGA-06-0876-01A-01T-0391-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	918a49c3-ef26-49b6-9fbc-e588ad73ab7d	TCGA-02-0039-01A-01T-0301-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-02-0039-01A-01T-0301-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-02-0039-01A-01T-0301-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-02-0039-01A-01T-0301-07	US45102955_251643612130_S01_miRNA-v1_95_May07_1_4.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-02-0039-01A-01T-0301-07	TCGA-02-0039-01A-01T-0301-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-02-0039-01A-01T-0301-07	TCGA-02-0039-01A-01T-0301-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	1a2e5078-cf6a-4681-9aa6-d01eb7610d50	TCGA-19-2620-01A-01T-0919-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-19-2620-01A-01T-0919-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-19-2620-01A-01T-0919-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-19-2620-01A-01T-0919-07	US82800149_251643612358_S01_miRNA_105_Dec08_1_4.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-19-2620-01A-01T-0919-07	TCGA-19-2620-01A-01T-0919-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-19-2620-01A-01T-0919-07	TCGA-19-2620-01A-01T-0919-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	3fb10ea7-87b7-4a77-a5a0-ce77a3183359	TCGA-06-2564-01A-01T-0792-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-06-2564-01A-01T-0792-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-06-2564-01A-01T-0792-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-06-2564-01A-01T-0792-07	US82800149_251643612378_S01_miRNA_105_Dec08_2_2.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-06-2564-01A-01T-0792-07	TCGA-06-2564-01A-01T-0792-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-06-2564-01A-01T-0792-07	TCGA-06-2564-01A-01T-0792-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	775ba299-a3d4-4959-8317-3838428757ee	TCGA-15-1447-01A-01T-0525-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-15-1447-01A-01T-0525-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-15-1447-01A-01T-0525-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-15-1447-01A-01T-0525-07	US82800149_251643612328_S01_miRNA-v1_10_Apr08_2_2.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-15-1447-01A-01T-0525-07	TCGA-15-1447-01A-01T-0525-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-15-1447-01A-01T-0525-07	TCGA-15-1447-01A-01T-0525-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	89457091-07c9-4b02-ab87-2e09d37eb8b7	TCGA-12-1089-01A-01T-0525-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-12-1089-01A-01T-0525-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-12-1089-01A-01T-0525-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-12-1089-01A-01T-0525-07	US82800149_251643612330_S01_miRNA-v1_10_Apr08_2_1.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-12-1089-01A-01T-0525-07	TCGA-12-1089-01A-01T-0525-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-12-1089-01A-01T-0525-07	TCGA-12-1089-01A-01T-0525-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	80483ee8-3532-4118-84af-5880073c534b	TCGA-14-0812-01B-01T-0599-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-14-0812-01B-01T-0599-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-14-0812-01B-01T-0599-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-14-0812-01B-01T-0599-07	US82800149_251643612336_S01_miRNA_105_Dec08_1_3.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-14-0812-01B-01T-0599-07	TCGA-14-0812-01B-01T-0599-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-14-0812-01B-01T-0599-07	TCGA-14-0812-01B-01T-0599-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	6a2bf57d-b103-42a1-9f6e-d8874d18d842	TCGA-02-0422-01A-01T-0283-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-02-0422-01A-01T-0283-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-02-0422-01A-01T-0283-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-02-0422-01A-01T-0283-07	US45102955_251643612034_S01_miRNA-v1_95_May07_1_1.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-02-0422-01A-01T-0283-07	TCGA-02-0422-01A-01T-0283-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-02-0422-01A-01T-0283-07	TCGA-02-0422-01A-01T-0283-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	a0436410-c9c4-401b-981e-688b75ba93cd	TCGA-02-0111-01A-01T-0283-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-02-0111-01A-01T-0283-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-02-0111-01A-01T-0283-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-02-0111-01A-01T-0283-07	US45102955_251643612033_S01_miRNA-v1_95_May07_2_2.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-02-0111-01A-01T-0283-07	TCGA-02-0111-01A-01T-0283-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-02-0111-01A-01T-0283-07	TCGA-02-0111-01A-01T-0283-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	75f3ea7e-9beb-4d7a-8d0e-931f7cec6126	TCGA-02-0271-01A-01T-0283-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-02-0271-01A-01T-0283-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-02-0271-01A-01T-0283-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-02-0271-01A-01T-0283-07	US14702406_251643612132_S01_miRNA-v1_95_May07_1_3.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-02-0271-01A-01T-0283-07	TCGA-02-0271-01A-01T-0283-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-02-0271-01A-01T-0283-07	TCGA-02-0271-01A-01T-0283-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	e46bf1a8-1bff-4672-9bd7-c131225b4233	TCGA-19-1788-01A-01T-0656-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-19-1788-01A-01T-0656-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-19-1788-01A-01T-0656-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-19-1788-01A-01T-0656-07	US82800149_251643612343_S01_miRNA_105_Dec08_1_4.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-19-1788-01A-01T-0656-07	TCGA-19-1788-01A-01T-0656-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-19-1788-01A-01T-0656-07	TCGA-19-1788-01A-01T-0656-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	b5445a96-84b5-4fcb-933d-3b741fcabb2f	TCGA-41-3392-01A-01T-0919-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-41-3392-01A-01T-0919-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-41-3392-01A-01T-0919-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-41-3392-01A-01T-0919-07	US82800149_251643612357_S01_miRNA_105_Dec08_2_2.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-41-3392-01A-01T-0919-07	TCGA-41-3392-01A-01T-0919-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-41-3392-01A-01T-0919-07	TCGA-41-3392-01A-01T-0919-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
none	eae43b67-3a2a-405b-a44b-853bb6f8cb1c	TCGA-28-1749-01A-01T-0599-07	unc.edu:labeling:H-miRNA_8x15K:01	TCGA-28-1749-01A-01T-0599-07	cy5	MGED Ontology	unc.edu:hybridization:H-miRNA_8x15K:01	TCGA-28-1749-01A-01T-0599-07	Agilent.com:PhysicalArrayDesign:H-miRNA_8x15K	caArray	unc.edu:feature_extraction:H-miRNA_8x15K:01	TCGA-28-1749-01A-01T-0599-07	US82800149_251643612343_S01_miRNA_105_Dec08_2_1.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_1.1.10.0	unc.edu:unc_quantile_normalization:H-miRNA_8x15K:01	TCGA-28-1749-01A-01T-0599-07	TCGA-28-1749-01A-01T-0599-07.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_2.1.9.0	unc.edu:unc_DWD_Batch_adjusted:H-miRNA_8x15K:01	TCGA-28-1749-01A-01T-0599-07	TCGA-28-1749-01A-01T-0599-07.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.H-miRNA_8x15K.Level_3.1.10.0
